current_action,actual_next_action,top1_hit,top3_hit,train_probability
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Connexion,Envoi d'un message,0,0,0.00798760133524082
Envoi d'un message,envoi d'une demande de résiliation,0,0,0.017699115044247787
Ouverture d'un document contractuel,Contactez nous : via message (Ma carte tiers-payant),0,0,0.00043233895373973193
Connexion SSO,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.007892057026476579
Changer ses informations personnel,Changer les coordonnées bancaire,0,0,0.015
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Exporter remboursement,Téléchargement de la carte de tiers payant,0,0,0.016877637130801686
Ouverture d'un document contractuel,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.00216169476869866
Télécharger un décompte,Téléchargement carte TP,0,0,0.016233766233766232
Signature électronique d'un mandat sepa,Partager un justificatif du PACS,0,0,0.010837959291567539
Envoi d'un document,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.007695126419934042
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Envoi carte TP par mail,Ajout de la carte tiers payant dans le wallet,0,0,0.014084507042253521
Envoi d'un document,Ajout de la carte tiers payant dans le wallet,0,0,0.00622938805423232
"Changer les coordonnées bancaire, changement de RIB pour les cotisations",Téléchargement carte TP,0,0,0.0017574692442882249
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Envoi d'un document,Changer les coordonnées bancaire,0,0,0.0131916452913155
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Connexion en tant que,envoi d'une demande de résiliation,0,0,0.004543389368468878
envoi d'une demande de résiliation,Ouverture d'un document contractuel,0,0,0.014124293785310734
Exporter remboursement,Partager un justificatif du PACS,0,0,0.012939521800281293
Changer l'organisme de rattachement sécu. Social,Télécharger un décompte,0,0,0.0009560229445506692
Télécharger un décompte,Contactez nous : via message (Mes remboursements),0,0,0.0013914656771799629
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Envoi d'un message,Contactez nous : via message (Ma carte tiers-payant),0,0,0.01327433628318584
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
envoi d'une demande de résiliation,Signature électronique d'un mandat sepa,0,0,0.014124293785310734
Connexion,Contactez nous : via message (Ma carte tiers-payant),0,0,0.001072961373390558
Contactez nous : via message (Ma carte tiers-payant),Ouverture d'un document contractuel,0,0,0.0
Ouverture d'un document contractuel,Contactez nous : via message (Ma carte tiers-payant),0,0,0.00043233895373973193
Contactez nous : via message (Ma carte tiers-payant),Ouverture d'un document contractuel,0,0,0.0
Ouverture d'un document contractuel,Contactez nous : via message (Ma carte tiers-payant),0,0,0.00043233895373973193
Contactez nous : via message (Ma carte tiers-payant),Ouverture d'un document contractuel,0,0,0.0
Connexion SSO,Contactez nous : via message (Mes prises en charge/devis),0,0,0.004837067209775967
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Changement de Mot de passe,envoi d'une demande de résiliation,0,0,0.0006253908692933083
envoi d'une demande de résiliation,Changer ses informations personnel,0,0,0.00423728813559322
Changer ses informations personnel,Changer l'organisme de rattachement sécu. Social,0,0,0.0022222222222222222
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Connexion,"Changer les coordonnées bancaire, changement de RIB de bénéficiaire",0,0,0.002503576537911302
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Changer ses informations personnel,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.009444444444444445
Changer l'organisme de rattachement sécu. Social,Partager un justificatif du PACS,0,0,0.010038240917782026
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Envoi carte TP par mail,Partager un justificatif du PACS,0,0,0.0035211267605633804
Partager un justificatif du PACS,Changement de Mot de passe,0,0,0.01563562202583277
Téléchargement de la carte de tiers payant,Ouverture d'un document contractuel,0,0,0.013347570742124934
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Validation MFA,Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),0,0,0.0018252338580880675
Contactez nous : via message (Ma télétransmission - rattachement automatique avec votre Régime Obligatoire),"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.017543859649122806
Signature électronique d'un mandat sepa,demander un renvoi par mail d'échéancier,0,0,0.000528680941052075
demander un renvoi par mail d'échéancier,Signature électronique d'un mandat sepa,0,0,0.008064516129032258
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.016252390057361378
Signature électronique d'un mandat sepa,Changement de Mot de passe,0,0,0.007137192704203013
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Envoi d'un document,0,0,0.019427402862985686
Connexion,Contactez nous : via message (Mes remboursements),0,0,0.004291845493562232
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Changement de Mot de passe,0,0,0.016359918200409
Changement de Mot de passe,Partager un justificatif du PACS,0,0,0.017510944340212633
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Signature électronique d'un mandat sepa,Exporter remboursement,0,0,0.0050224689399947136
envoi d'une demande de résiliation,Télécharger le certificat d'adhésion,0,0,0.009887005649717515
Connexion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.004649499284692418
Envoi d'un document,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.007695126419934042
Exporter remboursement,Renvoi carte TP papier,0,0,0.00590717299578059
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Validation MFA,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.008669860825918321
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Télécharger un décompte,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.002319109461966605
Connexion,Contactez nous : via message (Mes garanties),0,0,0.004649499284692418
Contactez nous : via message (Mes garanties),Envoi d'un document,0,0,0.011857707509881422
Envoi d'un document,Envoi carte TP par mail,0,0,0.009160864785635764
Connexion en tant que,Exporter remboursement,0,0,0.019082235347569285
Exporter remboursement,Téléchargement carte TP,0,0,0.008157524613220815
Téléchargement carte TP,Envoi d'un document,0,0,0.016037735849056604
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Téléchargement de la carte de tiers payant,Ouverture d'un document contractuel,0,0,0.013347570742124934
Ouverture d'un document contractuel,Télécharger le certificat d'adhésion,0,0,0.01297016861219196
Changer les coordonnées bancaire,Partager un justificatif du PACS,0,0,0.011733333333333333
Télécharger un décompte,Renvoi carte TP papier,0,0,0.011595547309833023
Exporter remboursement,Partager un justificatif du PACS,0,0,0.012939521800281293
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Validation MFA,Contactez nous : via message (Mes garanties),0,0,0.012092174309833448
Contactez nous : via message (Mes garanties),demander un renvoi par mail d'échéancier,0,0,0.019762845849802372
envoi d'une demande de résiliation,Télécharger un décompte,0,0,0.014124293785310734
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Signature électronique d'un mandat sepa,Changer ses informations personnel,0,0,0.015331747290510176
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Signature électronique d'un mandat sepa,Renvoi carte TP papier,0,0,0.007137192704203013
envoi d'une demande de résiliation,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.00847457627118644
Changer l'organisme de rattachement sécu. Social,Ouverture d'un document contractuel,0,0,0.0124282982791587
Ouverture d'un document contractuel,Changer l'organisme de rattachement sécu. Social,0,0,0.012537829658452227
envoi d'une demande de résiliation,Envoi d'un message,0,0,0.015536723163841809
Connexion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.004649499284692418
Contactez nous : via message (Ma carte tiers-payant),Contactez nous : via message (Mes garanties),0,0,0.011494252873563218
Connexion,Télécharger le certificat d'adhésion,0,0,0.012756318550309967
Signature électronique d'un mandat sepa,Ouverture d'un document contractuel,0,0,0.015331747290510176
Partager un justificatif du PACS,Changer les coordonnées bancaire,0,0,0.01563562202583277
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
envoi d'une demande de résiliation,Partager un justificatif du PACS,0,0,0.011299435028248588
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Partager un justificatif du PACS,Changement de Mot de passe,0,0,0.01563562202583277
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Renvoi carte TP papier,Changement de Mot de passe,0,0,0.005535055350553505
Téléchargement de la carte de tiers payant,Changer ses informations personnel,0,0,0.015483182060864922
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Changement de Mot de passe,Téléchargement de la carte de tiers payant,0,0,0.008130081300813009
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
demander un renvoi par mail d'échéancier,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.0020161290322580645
Connexion SSO,Contactez nous : via message (Mes garanties),0,0,0.006364562118126273
Contactez nous : via message (Mes garanties),Contactez nous : via message (Ma carte tiers-payant),0,0,0.015810276679841896
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Changer les coordonnées bancaire,Ouverture d'un document contractuel,0,0,0.014933333333333333
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
envoi d'une demande de résiliation,Télécharger un décompte,0,0,0.014124293785310734
Connexion,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.004649499284692418
Validation MFA,Envoi d'un message,0,0,0.015058179329226557
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
envoi d'une demande de résiliation,Changer ses informations personnel,0,0,0.00423728813559322
Changer ses informations personnel,envoi d'une demande de résiliation,0,0,0.0005555555555555556
Connexion,Changer l'organisme de rattachement sécu. Social,0,0,0.010848831664282308
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Validation MFA,Contactez nous : via message (Mes cotisations),0,0,0.005019393109742185
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.016252390057361378
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Changement de Mot de passe,Télécharger le certificat d'adhésion,0,0,0.0075046904315197
Changement de Mot de passe,Téléchargement de la carte de tiers payant,0,0,0.008130081300813009
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0075107296137339056
Changer ses informations personnel,Changer les coordonnées bancaire,0,0,0.015
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Téléchargement carte TP,demander un renvoi par mail d'échéancier,0,0,0.006603773584905661
Téléchargement carte TP,demander un renvoi par mail d'échéancier,0,0,0.006603773584905661
Ouverture d'un document contractuel,Changer l'organisme de rattachement sécu. Social,0,0,0.012537829658452227
Connexion,Contactez nous : via message (Mes prises en charge/devis),0,0,0.0033381020505484026
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Changer les coordonnées bancaire,Ouverture d'un document contractuel,0,0,0.014933333333333333
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Connexion SSO,Contactez nous : via message (Mes cotisations),0,0,0.004582484725050916
Changement de Mot de passe,Envoi carte TP par mail,0,0,0.005628517823639775
Ouverture d'un document contractuel,Téléchargement de la carte de tiers payant,0,0,0.016428880242109815
Signature électronique d'un mandat sepa,Ouverture d'un document contractuel,0,0,0.015331747290510176
Ouverture d'un document contractuel,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.006917423259835711
Changer ses informations personnel,Partager un justificatif du PACS,0,0,0.015
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Changer ses informations personnel,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.009444444444444445
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Changer ses informations personnel,Partager un justificatif du PACS,0,0,0.015
Validation MFA,Contactez nous : via message (Mes prises en charge/devis),0,0,0.004334930412959161
Envoi d'un message,Envoi d'un document,0,0,0.015486725663716814
Changer ses informations personnel,Téléchargement de la carte de tiers payant,0,0,0.008055555555555555
Exporter remboursement,demander un renvoi par mail d'échéancier,0,0,0.0033755274261603376
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.018024184348619667
Connexion,Déconnexion,0,0,0.007272293752980448
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Téléchargement carte TP,Ouverture d'un document contractuel,0,0,0.018867924528301886
Ouverture d'un document contractuel,Téléchargement carte TP,0,0,0.007349762213575443
Envoi carte TP par mail,Ouverture d'un document contractuel,0,0,0.018779342723004695
Envoi d'un document,Téléchargement carte TP,0,0,0.005496518871381458
Téléchargement carte TP,Ouverture d'un document contractuel,0,0,0.018867924528301886
Ouverture d'un document contractuel,Téléchargement carte TP,0,0,0.007349762213575443
Téléchargement carte TP,Ouverture d'un document contractuel,0,0,0.018867924528301886
Ouverture d'un document contractuel,Envoi carte TP par mail,0,0,0.005188067444876783
Envoi carte TP par mail,Ouverture d'un document contractuel,0,0,0.018779342723004695
Envoi d'un document,Changer les coordonnées bancaire,0,0,0.0131916452913155
Renvoi carte TP papier,Changer ses informations personnel,0,0,0.012915129151291513
Connexion,envoi d'une demande de résiliation,0,0,0.01072961373390558
Exporter remboursement,Signature électronique d'un mandat sepa,0,0,0.007032348804500703
Connexion en tant que,Télécharger un décompte,0,0,0.012721490231712857
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Changement de Mot de passe,Changer l'organisme de rattachement sécu. Social,0,0,0.006253908692933083
demander un renvoi par mail d'échéancier,Contactez nous : via message (Mes garanties),0,0,0.008064516129032258
Téléchargement de la carte de tiers payant,Changer ses informations personnel,0,0,0.015483182060864922
Télécharger un décompte,envoi d'une demande de résiliation,0,0,0.0013914656771799629
Connexion,Contactez nous : via message (Mes prises en charge/devis),0,0,0.0033381020505484026
Télécharger un décompte,Contactez nous : via message (Mes prises en charge/devis),0,0,0.0037105751391465678
Télécharger un décompte,Contactez nous : via message (Mes prises en charge/devis),0,0,0.0037105751391465678
Télécharger un décompte,Contactez nous : via message (Mes prises en charge/devis),0,0,0.0037105751391465678
Changer les coordonnées bancaire,Partager un justificatif du PACS,0,0,0.011733333333333333
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Changer les coordonnées bancaire,Ouverture d'un document contractuel,0,0,0.014933333333333333
Partager un justificatif du PACS,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.008837525492861998
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.01577437858508604
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Envoi d'un document,Changement de Mot de passe,0,0,0.011359472334188348
Changement de Mot de passe,Téléchargement de la carte de tiers payant,0,0,0.008130081300813009
Connexion SSO,Contactez nous : via message (Ma carte tiers-payant),0,0,0.002291242362525458
Téléchargement de la carte de tiers payant,Partager un justificatif du PACS,0,0,0.004805125467164976
Connexion en tant que,Téléchargement de la carte de tiers payant,0,0,0.013175829168559746
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'un document,Télécharger le certificat d'adhésion,0,0,0.015390252839868083
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
Changer ses informations personnel,Téléchargement carte TP,0,0,0.0038888888888888888
Envoi d'un document,Envoi d'une réclamation,0,0,0.008427995602784902
Signature électronique d'un mandat sepa,Ouverture d'un document contractuel,0,0,0.015331747290510176
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Changer l'organisme de rattachement sécu. Social,Changer ses informations personnel,0,0,0.0057361376673040155
Renvoi carte TP papier,Changement de Mot de passe,0,0,0.005535055350553505
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Connexion SSO,Envoi d'un message,0,0,0.012983706720977596
Envoi d'un message,envoi d'une demande de résiliation,0,0,0.017699115044247787
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Envoi carte TP par mail,envoi d'une demande de résiliation,0,0,0.0035211267605633804
envoi d'une demande de résiliation,Ouverture d'un document contractuel,0,0,0.014124293785310734
Changement de Mot de passe,Télécharger un décompte,0,0,0.01876172607879925
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Partager un justificatif du PACS,demander un renvoi par mail d'échéancier,0,0,0.0020394289598912306
Exporter remboursement,Changement de Mot de passe,0,0,0.015471167369901548
Validation MFA,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.018708647045402694
Signature électronique d'un mandat sepa,Exporter remboursement,0,0,0.0050224689399947136
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Connexion,Envoi d'un message,0,0,0.00798760133524082
Connexion,Déconnexion,0,0,0.007272293752980448
Connexion,Changer les coordonnées bancaire,0,0,0.014425369575584168
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Connexion,Envoi d'un message,0,0,0.00798760133524082
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,Ouverture d'un document contractuel,0,0,0.017977528089887642
Connexion,Déconnexion,0,0,0.007272293752980448
Connexion,Partager un justificatif du PACS,0,0,0.019432522651406773
Partager un justificatif du PACS,Changement de Mot de passe,0,0,0.01563562202583277
Changement de Mot de passe,Télécharger un décompte,0,0,0.01876172607879925
Télécharger un décompte,Partager un justificatif du PACS,0,0,0.010667903525046383
Changer ses informations personnel,Changer les coordonnées bancaire,0,0,0.015
Changer les coordonnées bancaire,Changement de Mot de passe,0,0,0.014933333333333333
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
envoi d'une demande de résiliation,Contactez nous : via message (Mes cotisations),0,0,0.005649717514124294
Changer ses informations personnel,Partager un justificatif du PACS,0,0,0.015
Connexion en tant que,Exporter remboursement,0,0,0.019082235347569285
Connexion en tant que,Envoi carte TP par mail,0,0,0.017719218537028625
Téléchargement carte TP,Changer ses informations personnel,0,0,0.014150943396226415
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Changer les coordonnées bancaire,Exporter remboursement,0,0,0.013333333333333334
Télécharger un décompte,Signature électronique d'un mandat sepa,0,0,0.0037105751391465678
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Connexion,Envoi d'un message,0,0,0.00798760133524082
Exporter remboursement,Partager un justificatif du PACS,0,0,0.012939521800281293
Connexion SSO,Contactez nous : via message (Mes garanties),0,0,0.006364562118126273
Signature électronique d'un mandat sepa,Partager un justificatif du PACS,0,0,0.010837959291567539
Partager un justificatif du PACS,Changement de Mot de passe,0,0,0.01563562202583277
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Changer les coordonnées bancaire,Exporter remboursement,0,0,0.013333333333333334
Exporter remboursement,Ouverture d'un document contractuel,0,0,0.015189873417721518
Envoi d'un document,Téléchargement carte TP,0,0,0.005496518871381458
Connexion SSO,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.007892057026476579
Validation MFA,demander un renvoi par mail d'échéancier,0,0,0.016655258955053615
Téléchargement carte TP,Changer ses informations personnel,0,0,0.014150943396226415
Envoi d'un document,Téléchargement de la carte de tiers payant,0,0,0.016489556614144377
Connexion SSO,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.017566191446028515
"Changer les coordonnées bancaire, changement de RIB pour les remboursements","Changer les coordonnées bancaire, changement de RIB de bénéficiaire",0,0,0.017382413087934562
Connexion,Téléchargement carte TP,0,0,0.013471626132570339
Téléchargement carte TP,Changer les coordonnées bancaire,0,0,0.0009433962264150943
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Signature électronique d'un mandat sepa,Envoi carte TP par mail,0,0,0.006872852233676976
Connexion SSO,Contactez nous : via message (Mes remboursements),0,0,0.009164969450101833
Téléchargement de la carte de tiers payant,Changement de Mot de passe,0,0,0.005339028296849973
Télécharger un décompte,Ouverture d'un document contractuel,0,0,0.019016697588126158
Téléchargement de la carte de tiers payant,Changement de Mot de passe,0,0,0.005339028296849973
Connexion SSO,Contactez nous : via message (Mes prises en charge/devis),0,0,0.004837067209775967
Envoi d'un message,Ouverture d'un document contractuel,0,0,0.017699115044247787
Signature électronique d'un mandat sepa,Partager un justificatif du PACS,0,0,0.010837959291567539
Ouverture d'un document contractuel,Changer l'organisme de rattachement sécu. Social,0,0,0.012537829658452227
Exporter remboursement,Envoi d'un document,0,0,0.018565400843881856
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.016252390057361378
Envoi d'un document,Changement de Mot de passe,0,0,0.011359472334188348
Validation MFA,Contactez nous : via message (Mes prises en charge/devis),0,0,0.004334930412959161
Contactez nous : via message (Mes garanties),Contactez nous : via message (Ma carte tiers-payant),0,0,0.015810276679841896
Validation MFA,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.008669860825918321
"Contactez nous : via message (Mon adhésion, Autres)",Changement de Mot de passe,0,0,0.0
Envoi d'un document,"Changer les coordonnées bancaire, changement de RIB pour les remboursements",0,0,0.006962257237083181
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Contactez nous : via message (Mes remboursements),0,0,0.0010224948875255625
Partager un justificatif du PACS,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.008837525492861998
Changer l'organisme de rattachement sécu. Social,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.01577437858508604
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Télécharger le certificat d'adhésion,0,0,0.00408997955010225
Connexion SSO,demander un renvoi par mail d'échéancier,0,0,0.014511201629327902
Télécharger un décompte,Partager un justificatif du PACS,0,0,0.010667903525046383
Partager un justificatif du PACS,Changement de Mot de passe,0,0,0.01563562202583277
Validation MFA,Envoi carte TP par mail,0,0,0.019849418206707735
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Renvoi carte TP papier,Contactez nous : via message (Mes cotisations),0,0,0.0036900369003690036
Télécharger le certificat d'adhésion,Changer les coordonnées bancaire,0,0,0.0025210084033613447
Connexion,Envoi d'une réclamation,0,0,0.012994754411063424
Envoi d'une réclamation,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.015730337078651686
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
"Changer les coordonnées bancaire, changement de RIB pour les remboursements",Exporter remboursement,0,0,0.013292433537832311
Exporter remboursement,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.00450070323488045
Connexion,Signature électronique d'un mandat sepa,0,0,0.016571292322365285
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Envoi d'un document,demander un renvoi par mail d'échéancier,0,0,0.005496518871381458
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Envoi d'un document,demander un renvoi par mail d'échéancier,0,0,0.005496518871381458
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Envoi d'un document,demander un renvoi par mail d'échéancier,0,0,0.005496518871381458
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Envoi d'un document,demander un renvoi par mail d'échéancier,0,0,0.005496518871381458
demander un renvoi par mail d'échéancier,Envoi d'un document,0,0,0.014112903225806451
Connexion SSO,Contactez nous : via message (Mes remboursements),0,0,0.009164969450101833
Changement de Mot de passe,Télécharger le certificat d'adhésion,0,0,0.0075046904315197
Ouverture d'un document contractuel,Télécharger le certificat d'adhésion,0,0,0.01297016861219196
Ouverture d'un document contractuel,Téléchargement de la carte de tiers payant,0,0,0.016428880242109815
Validation MFA,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.008669860825918321
Connexion,Envoi carte TP par mail,0,0,0.010848831664282308
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Connexion en tant que,Envoi d'une réclamation,0,0,0.005906406179009541
Envoi d'un document,Envoi d'une réclamation,0,0,0.008427995602784902
Envoi d'un document,Envoi d'une réclamation,0,0,0.008427995602784902
Envoi d'un document,Envoi d'une réclamation,0,0,0.008427995602784902
Changer les coordonnées bancaire,Ouverture d'un document contractuel,0,0,0.014933333333333333
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Renvoi carte TP papier,Changer ses informations personnel,0,0,0.012915129151291513
envoi d'une demande de résiliation,Envoi carte TP par mail,0,0,0.00423728813559322
Connexion SSO,"Contactez nous : via message (Mon adhésion, Autres)",0,0,0.007892057026476579
Ouverture d'un document contractuel,Renvoi carte TP papier,0,0,0.01340250756593169
Connexion,demander un renvoi par mail d'échéancier,0,0,0.008583690987124463
demander un renvoi par mail d'échéancier,Partager un justificatif du PACS,0,0,0.012096774193548387
Connexion en tant que,Télécharger le certificat d'adhésion,0,0,0.009086778736937756
Télécharger un décompte,Téléchargement carte TP,0,0,0.016233766233766232
Télécharger un décompte,Ajout de la carte tiers payant dans le wallet,0,0,0.006957328385899814
Télécharger le certificat d'adhésion,Téléchargement carte TP,0,0,0.01764705882352941
Téléchargement carte TP,Ajout de la carte tiers payant dans le wallet,0,0,0.017924528301886792
Télécharger le certificat d'adhésion,Téléchargement carte TP,0,0,0.01764705882352941
Télécharger le certificat d'adhésion,Ajout de la carte tiers payant dans le wallet,0,0,0.010924369747899159
Télécharger un décompte,Envoi carte TP par mail,0,0,0.014842300556586271
Connexion,Renvoi carte TP papier,0,0,0.012994754411063424
Connexion,"Changer les coordonnées bancaire, changement de RIB pour les cotisations",0,0,0.0075107296137339056
Changer les coordonnées bancaire,Changement de Mot de passe,0,0,0.014933333333333333
